ts,Open,High,Low,Close,Volume,ma5,ma10,ma20,ma60,ma120,ma5.1,ma10.1,ma20.1,ma60.1,ma120.1,RSV,%K,%D,MACD,Signal,Histogram,ma5,ma10,ma20,ma60,ma120
2025-06-16,55.35,55.6,55.0,55.1,7830.0,55.39,55.17,57.38,57.15,56.95,55.39,55.17,57.38,57.15,56.95,28.21,52.74,61.23,-0.96,-0.86,-0.1,55.39,55.17,57.38,57.15,56.95
2025-06-23,55.05,56.15,54.95,55.7,22744.0,55.58,55.32,57.05,57.21,56.93,55.58,55.32,57.05,57.21,56.93,58.97,54.82,59.09,-0.87,-0.86,-0.01,55.58,55.32,57.05,57.21,56.93
2025-06-30,56.15,56.8,56.1,56.4,8018.0,55.64,55.36,56.72,57.3,56.92,55.64,55.36,56.72,57.3,56.92,80.49,63.37,60.52,-0.73,-0.83,0.11,55.64,55.36,56.72,57.3,56.92
2025-07-07,56.55,57.35,56.45,57.25,6241.0,55.92,55.56,56.46,57.37,56.93,55.92,55.56,56.46,57.37,56.93,96.15,74.3,65.11,-0.54,-0.78,0.24,55.92,55.56,56.46,57.37,56.93
2025-07-14,57.15,58.1,56.9,58.1,7349.0,56.51,56.0,56.3,57.45,56.95,56.51,56.0,56.3,57.45,56.95,100.0,82.87,71.03,-0.31,-0.69,0.38,56.51,56.0,56.3,57.45,56.95
2025-07-21,58.05,58.8,57.85,58.65,12227.0,57.22,56.31,56.28,57.55,56.97,57.22,56.31,56.28,57.55,56.97,96.1,87.28,76.45,-0.09,-0.59,0.49,57.22,56.31,56.28,57.55,56.97
2025-07-28,59.05,60.2,59.0,59.4,9673.0,57.96,56.77,56.38,57.66,57.01,57.96,56.77,56.38,57.66,57.01,80.49,85.02,79.3,0.14,-0.45,0.59,57.96,56.77,56.38,57.66,57.01
2025-08-04,59.0,59.75,58.35,59.45,8107.0,58.57,57.1,56.42,57.75,57.04,58.57,57.1,56.42,57.75,57.04,80.0,83.34,80.65,0.31,-0.32,0.62,58.57,57.1,56.42,57.75,57.04
2025-08-11,59.8,60.9,59.65,60.85,15197.0,59.29,57.6,56.51,57.85,57.1,59.29,57.6,56.51,57.85,57.1,98.75,88.48,83.26,0.55,-0.16,0.71,59.29,57.6,56.51,57.85,57.1
2025-08-18,60.65,61.15,60.35,60.85,21753.0,59.84,58.18,56.64,57.94,57.15,59.84,58.18,56.64,57.94,57.15,90.91,89.29,85.27,0.72,0.0,0.72,59.84,58.18,56.64,57.94,57.15
2025-08-25,61.45,62.15,61.15,62.0,27193.0,60.51,58.86,57.02,58.05,57.22,60.51,58.86,57.02,58.05,57.22,96.05,91.54,87.36,0.93,0.17,0.76,60.51,58.86,57.02,58.05,57.22
2025-09-01,61.9,62.55,61.65,62.4,26087.0,61.11,59.54,57.43,58.16,57.29,61.11,59.54,57.43,58.16,57.29,96.43,93.17,89.3,1.11,0.34,0.77,61.11,59.54,57.43,58.16,57.29
2025-09-08,62.3,62.5,61.7,62.3,25149.0,61.68,60.12,57.74,58.25,57.36,61.68,60.12,57.74,58.25,57.36,91.38,92.57,90.39,1.21,0.5,0.71,61.68,60.12,57.74,58.25,57.36
2025-09-15,62.35,62.85,62.15,62.65,26076.0,62.04,60.66,58.11,58.35,57.43,62.04,60.66,58.11,58.35,57.43,92.0,92.38,91.05,1.3,0.64,0.65,62.04,60.66,58.11,58.35,57.43
2025-09-22,63.0,63.5,63.0,63.2,27511.0,62.51,61.18,58.59,58.48,57.5,62.51,61.18,58.59,58.48,57.5,87.23,90.67,90.93,1.39,0.78,0.61,62.51,61.18,58.59,58.48,57.5
2025-09-30,63.5,64.3,63.5,64.2,14260.0,62.95,61.73,59.02,58.62,57.59,62.95,61.73,59.02,58.62,57.59,96.23,92.52,91.46,1.51,0.91,0.6,62.95,61.73,59.02,58.62,57.59
2025-10-07,64.45,64.65,63.85,64.55,30634.0,63.38,62.24,59.51,58.81,57.68,63.38,62.24,59.51,58.81,57.68,96.61,93.88,92.27,1.61,1.04,0.57,63.38,62.24,59.51,58.81,57.68
2025-10-13,63.5,64.25,63.25,63.3,17124.0,63.58,62.63,59.87,58.93,57.75,63.58,62.63,59.87,58.93,57.75,46.0,77.92,87.48,1.55,1.13,0.42,63.58,62.63,59.87,58.93,57.75
2025-10-20,64.0,65.05,63.95,64.65,15291.0,63.98,63.01,60.31,59.07,57.84,63.98,63.01,60.31,59.07,57.84,80.49,78.78,84.58,1.59,1.22,0.38,63.98,63.01,60.31,59.07,57.84
